customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3603-AW66,Male,1,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.02,5809.32,No
1511-EZ75,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.88,305.64,Yes
1734-CX18,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,123.9,7929.6,No
5701-EX48,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.45,6010.65,No
2859-DW35,Female,0,No,No,6,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.5,459.0,No
3662-CW95,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.18,129.54,Yes
2335-AY16,Male,0,No,No,31,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,56.62,1755.22,No
3131-BZ62,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,70.75,3537.5,No
1301-AW98,Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),93.43,747.44,Yes
4694-DX77,Male,0,No,Yes,69,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.69,7292.61,No
9805-EW38,Male,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),116.46,7569.9,No
3128-DY82,Female,0,No,Yes,2,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,115.42,230.84,No
3621-DY91,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,99.34,3377.56,Yes
2881-DW71,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,113.49,4653.09,No
3320-AY19,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.66,953.26,Yes
9890-AX37,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,92.22,922.2,Yes
1459-EX53,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),104.21,729.47,Yes
9141-EW88,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,124.17,496.68,Yes
6925-CZ95,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),99.68,797.44,Yes
1531-DW92,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,92.76,2319.0,No
7564-EW69,Female,0,Yes,No,50,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,100.2,5010.0,No
3524-BZ26,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.36,1449.8,No
2100-AX19,Male,0,No,No,57,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,75.98,4330.86,No
3200-BZ88,Female,0,No,No,34,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.71,2982.14,Yes
9250-CY67,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),100.62,5634.72,No
2653-EY52,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),93.94,187.88,No
1243-CZ14,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.97,1614.43,No
7073-DW90,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,89.86,2605.94,No
4771-BY34,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),115.81,1042.29,Yes
9442-DX30,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.29,136.45,No
1506-DW84,Female,0,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,107.91,215.82,No
5587-AX49,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.18,253.08,No
4055-DZ73,Male,0,No,No,7,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.01,553.07,Yes
4922-BX88,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),82.58,3055.46,Yes
2789-DX82,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,119.66,6222.32,No
7178-AX69,Female,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,85.76,1629.44,Yes
2342-DW66,Female,0,No,No,66,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),101.33,6687.78,No
5785-AX70,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,81.18,81.18,No
5756-BZ15,Male,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.87,382.96,Yes
2062-AY65,Female,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.46,274.14,Yes
9717-BW60,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.83,656.81,Yes
6400-EZ20,Female,0,No,No,32,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),94.71,3030.72,No
7838-BZ46,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.33,545.94,No
5067-EW37,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),91.17,91.17,Yes
9877-CX32,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,96.3,674.1,Yes
7804-BW12,Female,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,882.0,No
6730-CX51,Female,0,No,Yes,69,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,101.06,6973.14,No
8264-DX71,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,124.83,7115.31,No
1647-DW14,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),111.41,1002.69,Yes
2982-AW17,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,125.42,125.42,Yes
3019-CZ78,Female,0,Yes,No,56,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,92.46,5177.76,No
3832-EY67,Female,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,109.34,5248.32,No
8102-CZ85,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.15,2844.45,No
4675-DZ37,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,119.23,7511.49,No
5696-BX76,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),113.09,678.54,Yes
5766-EZ64,Female,0,No,No,8,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,91.19,729.52,Yes
6604-EZ51,Male,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.68,224.16,Yes
5789-AZ52,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.5,445.0,Yes
8059-BX58,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.68,1577.4,No
6008-EX91,Female,1,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.46,6239.22,No
2033-DZ13,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),44.05,440.5,No
7057-EX68,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.46,914.6,Yes
9125-EX92,Female,1,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),121.48,7653.24,No
5062-EY19,Male,1,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,110.24,3637.92,Yes
4238-DX71,Male,0,Yes,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),114.81,229.62,Yes
3428-DX66,Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.66,935.82,Yes
7686-DZ31,Male,0,Yes,No,70,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.29,6180.3,No
6218-EZ92,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,78.71,1180.65,Yes
8931-DW15,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,103.69,1140.59,Yes
8420-DX75,Female,0,No,Yes,66,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,83.36,5501.76,No
3467-BY85,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,115.63,6128.39,Yes
2259-AY31,Female,0,Yes,No,69,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),88.29,6092.01,No
3119-DX20,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,103.57,414.28,Yes
4457-DW98,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),128.5,7324.5,No
2940-AW81,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.73,2952.18,No
6357-DX94,Female,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,18.0,Yes
3006-CX37,Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.4,1670.4,No
7794-EX41,Male,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,36.0,No
8583-EW31,Male,0,No,Yes,43,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),67.72,2911.96,No
2673-AW97,Female,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.17,465.57,No
7002-AW13,Female,1,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),104.89,2832.03,No
1499-BW27,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,110.75,7974.0,No
1887-DX42,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),95.85,5942.7,No
5403-AY12,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.15,192.9,No
8990-AY77,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),115.69,347.07,Yes
5699-CW22,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.53,742.83,Yes
7237-DY30,Female,1,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,122.04,6712.2,No
5497-EY86,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.13,483.91,Yes
3768-EZ54,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.86,852.34,No
1573-CX62,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),90.17,991.87,Yes
4589-CY28,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,130.13,1171.17,Yes
8691-EZ91,Male,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.8,624.0,No
4266-AY15,Female,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,106.62,1066.2,No
4497-EY58,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.62,79.62,Yes
6410-CZ27,Male,0,Yes,Yes,21,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.63,1945.23,Yes
3335-EX43,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.39,638.34,Yes
3157-AZ23,Male,1,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.44,237.2,No
4342-DZ29,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.58,295.8,No
3736-CY77,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.64,381.12,Yes
4089-CW73,Male,0,No,Yes,35,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.86,2795.1,Yes
1152-EX54,Male,0,Yes,Yes,50,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,88.3,4415.0,No
2826-CZ84,Female,1,Yes,No,21,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),88.65,1861.65,No
6128-DZ28,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.12,913.44,Yes
4390-BY46,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.68,163.36,Yes
2627-DW46,Female,1,Yes,No,54,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.16,4814.64,Yes
6072-DW58,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.98,2598.54,Yes
2616-AZ43,Male,1,Yes,No,4,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.62,362.48,Yes
1760-CY18,Male,0,Yes,No,3,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),97.36,292.08,No
9622-CW77,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.9,409.5,Yes
2100-DW82,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,112.11,7735.59,Yes
3260-AW14,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),82.59,247.77,Yes
6316-AZ40,Male,1,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.5,265.0,No
7433-AX77,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),110.84,6872.08,No
4286-BX55,Female,0,Yes,Yes,62,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.22,5221.64,No
3628-CY87,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.86,601.02,Yes
3348-BZ11,Male,0,No,No,68,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,81.39,5534.52,No
2960-CZ67,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.51,1658.01,No
4562-BX10,Male,1,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.19,267.57,Yes
3485-AX34,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.52,3231.92,No
9175-AX92,Female,0,Yes,No,62,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,81.12,5029.44,No
4815-BZ32,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,42.25,591.5,Yes
3632-EX27,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.42,2692.3,No
8020-DY24,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.94,339.76,Yes
3140-AY96,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),137.44,7559.2,Yes
4520-AX80,Male,1,Yes,No,7,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.75,600.25,No
9812-DX41,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.67,6863.57,Yes
9362-EZ18,Female,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,89.28,5267.52,No
7077-AX57,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,111.13,333.39,Yes
1938-CW41,Female,1,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),101.77,712.39,Yes
8611-AW93,Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.94,5876.64,No
6351-EW78,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.85,1881.85,No
2272-EZ98,Male,0,No,No,40,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,61.33,2453.2,No
8670-EX41,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),121.47,8017.02,No
2691-BZ63,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.8,33.8,No
4905-AY22,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.01,82.01,No
7814-EW42,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.57,644.56,Yes
1436-BX72,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,128.26,6926.04,No
8008-BX11,Female,1,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.54,2332.86,No
9826-EX46,Female,1,Yes,No,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,97.2,5734.8,No
4816-EX49,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,114.49,7441.85,No
6822-AY47,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.86,2595.78,Yes
9996-EX36,Female,0,No,Yes,69,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,83.73,5777.37,No
9097-DZ13,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.3,614.7,No
6341-DY82,Female,0,Yes,No,10,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),77.13,771.3,No
8400-DX44,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.32,523.92,Yes
3094-CZ74,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.97,28.97,No
1058-AY67,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.44,152.64,No
3607-AZ55,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,110.28,7278.48,No
3293-EZ81,Female,0,Yes,No,65,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),67.79,4406.35,No
4455-BX26,Female,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,108.9,5445.0,No
9738-DZ23,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,103.98,727.86,Yes
7135-BY69,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,88.21,793.89,Yes
9421-DZ31,Female,0,No,No,67,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.21,3766.07,No
2699-CX77,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),105.92,847.36,No
3145-AX52,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.67,148.35,Yes
2823-AW23,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,97.81,293.43,Yes
4771-DW75,Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.78,2501.04,No
6606-DZ72,Female,1,No,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),116.68,6184.04,No
2312-BW73,Male,1,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.39,1205.85,Yes
2663-EX79,Male,1,Yes,No,65,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,112.7,7325.5,No
7022-BZ77,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.39,2166.57,Yes
5216-AY12,Male,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,122.75,4541.75,No
8259-DW57,Female,1,No,No,62,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,98.64,6115.68,No
6004-EX98,Male,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),105.46,5167.54,No
4818-CW42,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,130.61,7575.38,No
6709-DY96,Female,0,No,Yes,64,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.35,6422.4,No
8058-DX38,Male,0,Yes,No,6,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),79.6,477.6,No
7266-DZ23,Female,1,No,Yes,9,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,84.58,761.22,Yes
4408-EW13,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.33,3179.88,Yes
6875-DW81,Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,98.02,6175.26,No
1542-DZ73,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,118.59,711.54,Yes
9612-CW88,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),107.07,5674.71,No
6699-CY45,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),100.82,5444.28,No
7584-DW48,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,109.9,109.9,Yes
1059-BW32,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),99.3,7149.6,No
